workerid,proliferate.condition,frame,item,order,response,verb,error
40,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,52,6,affected,
40,condition1,9,The new traffic signs caused the decrease in fatalities.,54,6,caused,
40,condition1,8,Janelle's working hard caused her success.,55,5,caused,
40,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,56,0,enabled,
40,condition1,8,Janelle's working hard enabled her success.,57,6,enabled,
40,condition1,7,The breaking of the dam affected the flood.,58,6,affected,
40,condition1,17,Erosion caused density loss.,59,6,caused,
40,condition1,10,The striker deflecting the ball enabled the goal.,60,6,enabled,
40,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,61,6,caused,
40,condition1,15,Metastasis affected cell growth.,62,6,affected,
40,condition1,15,Metastasis caused cell growth.,63,6,caused,
40,condition1,3,The new technology affected the change.,64,6,affected,
57,condition1,14,Deforestation enabled wildlife displacement.,0,6,enabled,
57,condition1,7,The breaking of the dam caused the flood.,1,6,caused,
57,condition1,10,The striker deflecting the ball caused the goal.,2,3,caused,
57,condition1,19,The construction at the intersection caused the traffic in the vicinity.,3,6,caused,
57,condition1,2,The CEO's decision affected the outcome.,4,6,affected,
57,condition1,15,Metastasis caused cell growth.,5,3,caused,
57,condition1,3,The new technology enabled the change.,6,6,enabled,
57,condition1,13,The sun enabled the drying of the clothes.,7,4,enabled,
57,condition1,11,Turning off the life support enabled the patient's death.,8,2,enabled,
57,condition1,8,Janelle's working hard enabled her success.,9,6,enabled,
57,condition1,17,Erosion caused density loss.,10,6,caused,
57,condition1,12,More stipends enabled the increase in student admissions.,11,4,enabled,
57,condition1,6,The sunny weather affected the tree's growth.,12,6,affected,
57,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,13,6,affected,
57,condition1,13,The sun caused the drying of the clothes.,14,6,caused,
57,condition1,12,More stipends affected the increase in student admissions.,15,4,affected,
57,condition1,15,Metastasis enabled cell growth.,16,3,enabled,
57,condition1,1,The dry weather affected the wild fire.,18,5,affected,
57,condition1,7,The breaking of the dam affected the flood.,19,1,affected,
57,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,20,2,enabled,
57,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,22,4,enabled,
57,condition1,3,The new technology affected the change.,24,3,affected,
57,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,25,0,enabled,
57,condition1,15,Metastasis affected cell growth.,26,3,affected,
57,condition1,5,The Sacklers' greed affected the opioid epidemic.,27,0,affected,
57,condition1,9,The new traffic signs enabled the decrease in fatalities.,28,0,enabled,
57,condition1,6,The sunny weather enabled the tree's growth.,29,4,enabled,
57,condition1,4,The zoning restrictions enabled the housing shortage.,30,0,enabled,
57,condition1,8,Janelle's working hard affected her success.,31,5,affected,
57,condition1,4,The zoning restrictions caused the housing shortage.,32,4,caused,
57,condition1,16,Diversification enabled new monetary policies.,33,4,enabled,
57,condition1,1,The dry weather caused the wild fire.,34,4,caused,
57,condition1,9,The new traffic signs caused the decrease in fatalities.,35,0,caused,
57,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,36,4,caused,
57,condition1,19,The construction at the intersection affected the traffic in the vicinity.,37,4,affected,
57,condition1,5,The Sacklers' greed caused the opioid epidemic.,38,5,caused,
57,condition1,13,The sun affected the drying of the clothes.,39,0,affected,
57,condition1,10,The striker deflecting the ball enabled the goal.,40,5,enabled,
57,condition1,4,The zoning restrictions affected the housing shortage.,41,5,affected,
57,condition1,8,Janelle's working hard caused her success.,42,6,caused,
57,condition1,14,Deforestation affected wildlife displacement.,43,4,affected,
57,condition1,10,The striker deflecting the ball affected the goal.,44,3,affected,
57,condition1,17,Erosion affected density loss.,45,2,affected,
57,condition1,16,Diversification affected new monetary policies.,46,0,affected,
57,condition1,2,The CEO's decision caused the outcome.,47,6,caused,
57,condition1,12,More stipends caused the increase in student admissions.,48,5,caused,
57,condition1,6,The sunny weather caused the tree's growth.,50,5,caused,
57,condition1,2,The CEO's decision enabled the outcome.,51,4,enabled,
57,condition1,7,The breaking of the dam enabled the flood.,52,2,enabled,
57,condition1,9,The new traffic signs affected the decrease in fatalities.,53,2,affected,
57,condition1,1,The dry weather enabled the wild fire.,54,5,enabled,
57,condition1,14,Deforestation caused wildlife displacement.,55,6,caused,
57,condition1,11,Turning off the life support caused the patient's death.,56,6,caused,
57,condition1,16,Diversification caused new monetary policies.,59,1,caused,
57,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,60,1,affected,
57,condition1,3,The new technology caused the change.,61,6,caused,
57,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,62,4,caused,
57,condition1,5,The Sacklers' greed enabled the opioid epidemic.,63,6,enabled,
57,condition1,11,Turning off the life support affected the patient's death.,64,1,affected,
57,condition1,17,Erosion enabled density loss.,65,0,enabled,
31,condition1,8,Janelle's working hard affected her success.,0,6,affected,
31,condition1,10,The striker deflecting the ball caused the goal.,1,5,caused,
31,condition1,8,Janelle's working hard enabled her success.,2,5,enabled,
31,condition1,14,Deforestation affected wildlife displacement.,3,6,affected,
31,condition1,3,The new technology affected the change.,4,6,affected,
31,condition1,17,Erosion affected density loss.,6,3,affected,
31,condition1,6,The sunny weather enabled the tree's growth.,7,4,enabled,
31,condition1,10,The striker deflecting the ball enabled the goal.,8,0,enabled,
31,condition1,12,More stipends enabled the increase in student admissions.,9,4,enabled,
31,condition1,1,The dry weather affected the wild fire.,10,6,affected,
31,condition1,5,The Sacklers' greed caused the opioid epidemic.,11,6,caused,
31,condition1,16,Diversification affected new monetary policies.,12,5,affected,
31,condition1,19,The construction at the intersection affected the traffic in the vicinity.,13,6,affected,
31,condition1,9,The new traffic signs affected the decrease in fatalities.,14,1,affected,
31,condition1,1,The dry weather enabled the wild fire.,15,0,enabled,
31,condition1,7,The breaking of the dam affected the flood.,16,0,affected,
31,condition1,12,More stipends caused the increase in student admissions.,17,6,caused,
31,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,18,6,affected,
31,condition1,4,The zoning restrictions caused the housing shortage.,19,6,caused,
31,condition1,4,The zoning restrictions enabled the housing shortage.,20,0,enabled,
31,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,21,0,enabled,
31,condition1,4,The zoning restrictions affected the housing shortage.,22,4,affected,
31,condition1,1,The dry weather caused the wild fire.,23,6,caused,
31,condition1,11,Turning off the life support enabled the patient's death.,24,0,enabled,
31,condition1,11,Turning off the life support affected the patient's death.,25,0,affected,
31,condition1,16,Diversification enabled new monetary policies.,26,0,enabled,
31,condition1,13,The sun caused the drying of the clothes.,28,6,caused,
31,condition1,9,The new traffic signs enabled the decrease in fatalities.,29,0,enabled,
31,condition1,2,The CEO's decision enabled the outcome.,30,1,enabled,
31,condition1,6,The sunny weather caused the tree's growth.,31,5,caused,
31,condition1,8,Janelle's working hard caused her success.,32,6,caused,
31,condition1,3,The new technology caused the change.,33,5,caused,
31,condition1,5,The Sacklers' greed enabled the opioid epidemic.,34,0,enabled,
31,condition1,14,Deforestation caused wildlife displacement.,35,5,caused,
31,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,36,4,affected,
31,condition1,2,The CEO's decision affected the outcome.,37,5,affected,
31,condition1,19,The construction at the intersection caused the traffic in the vicinity.,38,6,caused,
31,condition1,5,The Sacklers' greed affected the opioid epidemic.,39,3,affected,
31,condition1,11,Turning off the life support caused the patient's death.,40,6,caused,
31,condition1,13,The sun affected the drying of the clothes.,41,5,affected,
31,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,42,5,caused,
31,condition1,14,Deforestation enabled wildlife displacement.,44,2,enabled,
31,condition1,7,The breaking of the dam enabled the flood.,46,0,enabled,
31,condition1,15,Metastasis affected cell growth.,48,4,affected,
31,condition1,16,Diversification caused new monetary policies.,49,5,caused,
31,condition1,3,The new technology enabled the change.,50,2,enabled,
31,condition1,17,Erosion enabled density loss.,51,3,enabled,
31,condition1,2,The CEO's decision caused the outcome.,52,5,caused,
31,condition1,17,Erosion caused density loss.,53,3,caused,
31,condition1,10,The striker deflecting the ball affected the goal.,54,0,affected,
31,condition1,15,Metastasis caused cell growth.,55,6,caused,
31,condition1,7,The breaking of the dam caused the flood.,56,6,caused,
31,condition1,6,The sunny weather affected the tree's growth.,57,5,affected,
31,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,59,0,enabled,
31,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,60,0,enabled,
31,condition1,12,More stipends affected the increase in student admissions.,61,2,affected,
31,condition1,9,The new traffic signs caused the decrease in fatalities.,62,5,caused,
31,condition1,13,The sun enabled the drying of the clothes.,63,3,enabled,
31,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,64,6,caused,
31,condition1,15,Metastasis enabled cell growth.,65,4,enabled,
15,condition1,2,The CEO's decision affected the outcome.,0,1,affected,
15,condition1,3,The new technology caused the change.,1,6,caused,
15,condition1,13,The sun affected the drying of the clothes.,2,6,affected,
15,condition1,3,The new technology enabled the change.,4,4,enabled,
15,condition1,7,The breaking of the dam enabled the flood.,5,4,enabled,
15,condition1,10,The striker deflecting the ball affected the goal.,6,6,affected,
